bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,neighborhood_avg_sqft,sqft_lot15,sale_year,yr_since_renovated,log_price,is_renovated,house_age,house_age_bin,basement_ratio,above_ratio,lot_living_ratio
2,2.0,1250,1178,2.0,0,0,3,7,980,270,1996,98136,47.5426,-122.387,1270,1242,2015,,12.73670383776449,0,19,<20 yrs,0.216,0.784,0.9424
4,2.5,4040,11350,2.0,0,2,4,10,3690,350,1984,98006,47.559,-122.162,3770,12382,2015,,14.038654909278163,0,31,20–50 yrs,0.08663366336633663,0.9133663366336634,2.8094059405940595
4,2.5,3220,38448,2.0,0,0,3,10,3220,0,1993,98053,47.6854,-122.053,3090,38448,2014,,13.560619598657233,0,21,20–50 yrs,0.0,1.0,11.940372670807454
2,1.0,1310,2814,1.0,0,0,3,6,810,500,1944,98126,47.5185,-122.376,1300,1344,2015,,12.61087420020211,0,71,50–100 yrs,0.3816793893129771,0.6183206106870229,2.148091603053435
4,2.25,2060,8400,1.0,0,0,3,7,1300,760,1960,98178,47.4984,-122.23,1990,7383,2014,,12.73670383776449,0,54,50–100 yrs,0.36893203883495146,0.6310679611650486,4.077669902912621
3,2.25,1750,1572,2.5,0,0,3,9,1470,280,2005,98102,47.6498,-122.321,2410,3050,2014,,13.347107247525049,0,9,<20 yrs,0.16,0.84,0.8982857142857142
2,1.0,1150,9186,1.0,0,0,3,7,1150,0,1946,98168,47.5081,-122.33,1390,10690,2014,,12.691429680714283,0,68,50–100 yrs,0.0,1.0,7.987826086956522
3,2.5,2050,4976,2.0,0,0,3,8,2050,0,1994,98029,47.5689,-121.995,2050,5153,2015,,13.19095803628183,0,21,20–50 yrs,0.0,1.0,2.4273170731707316
3,3.25,3230,7639,2.0,0,0,3,10,3230,0,1999,98074,47.6338,-122.063,3230,7772,2014,,13.614007404994387,0,15,<20 yrs,0.0,1.0,2.365015479876161
4,3.5,4170,4322,2.0,0,0,3,9,2940,1230,2005,98074,47.6136,-122.041,2970,4922,2014,,13.60479076121576,0,9,<20 yrs,0.2949640287769784,0.7050359712230215,1.0364508393285372
5,1.5,1940,3430,1.5,0,0,4,6,1220,720,1926,98117,47.6853,-122.362,1830,4120,2015,,13.244582780038517,0,89,50–100 yrs,0.3711340206185567,0.6288659793814433,1.768041237113402
3,1.5,2390,4000,1.5,0,0,3,9,1690,700,1936,98105,47.6604,-122.28,2350,4000,2014,,13.79326597151132,0,78,50–100 yrs,0.2928870292887029,0.7071129707112971,1.6736401673640167
3,1.0,1440,27505,1.0,0,0,3,8,1440,0,1951,98177,47.7553,-122.37,2430,16400,2015,,13.180634172318978,0,64,50–100 yrs,0.0,1.0,19.100694444444443
4,2.5,2230,6487,2.0,0,0,3,7,2230,0,2003,98092,47.3287,-122.169,2230,6882,2014,,12.628070334272698,0,11,<20 yrs,0.0,1.0,2.908968609865471
3,2.5,1210,1420,3.0,0,0,3,8,1210,0,2008,98103,47.6977,-122.349,1190,1407,2014,,12.75130259456002,0,6,<20 yrs,0.0,1.0,1.1735537190082646
2,2.0,750,6553,1.5,0,2,3,7,750,0,1945,98178,47.4982,-122.221,1140,7500,2015,,12.460718739865236,0,70,50–100 yrs,0.0,1.0,8.737333333333334
4,1.0,1770,7345,1.5,0,0,3,7,1770,0,1966,98106,47.5393,-122.351,1580,7345,2015,,12.524530013005734,0,49,20–50 yrs,0.0,1.0,4.149717514124294
3,1.0,1020,55756,1.0,0,0,3,7,1020,0,1961,98042,47.3836,-122.082,1490,12745,2015,,12.644330802262578,0,54,50–100 yrs,0.0,1.0,54.66274509803922
3,2.0,2050,9000,1.0,0,0,4,7,2050,0,1951,98040,47.5885,-122.245,2910,8856,2014,,13.47758867110771,0,63,50–100 yrs,0.0,1.0,4.390243902439025
3,1.0,2000,21780,1.0,0,0,3,8,1480,520,1978,98074,47.6064,-122.039,2000,45738,2015,,13.122365377402328,0,37,20–50 yrs,0.26,0.74,10.89
3,1.75,2180,7200,1.0,0,3,4,8,1090,1090,1954,98178,47.5044,-122.235,2180,7140,2014,,13.064736383209516,0,60,50–100 yrs,0.5,0.5,3.302752293577982
3,1.0,920,4429,1.0,0,0,3,7,920,0,1952,98118,47.5369,-122.291,1320,7860,2014,,12.429220196836383,0,62,50–100 yrs,0.0,1.0,4.814130434782609
4,2.25,3440,14237,2.0,0,0,3,9,3440,0,1982,98077,47.7241,-122.065,3250,18365,2014,,13.493928313146206,0,32,20–50 yrs,0.0,1.0,4.1386627906976745
3,2.0,1610,15005,1.0,0,0,4,7,1610,0,1986,98014,47.6886,-121.911,1610,15479,2014,,12.75130259456002,0,28,20–50 yrs,0.0,1.0,9.319875776397515
3,1.5,1870,15685,1.0,0,0,3,7,1470,400,1936,98133,47.723,-122.353,1340,7620,2015,,13.038983942375959,0,79,50–100 yrs,0.21390374331550802,0.786096256684492,8.38770053475936
2,1.0,1110,6800,1.0,0,0,5,7,1000,110,1947,98133,47.7184,-122.355,1410,6963,2014,,12.994873128839215,0,67,50–100 yrs,0.0990990990990991,0.9009009009009009,6.126126126126126
3,1.75,2200,8036,1.0,0,0,3,7,1270,930,1978,98011,47.7763,-122.209,1850,7563,2014,,12.873904582205107,0,36,20–50 yrs,0.42272727272727273,0.5772727272727273,3.652727272727273
2,1.0,790,5120,1.0,0,0,3,6,790,0,1950,98136,47.557,-122.395,1250,5120,2015,,12.834683971615659,0,65,50–100 yrs,0.0,1.0,6.481012658227848
3,1.5,1630,9282,1.0,0,0,4,7,1630,0,1963,98022,47.2021,-122.002,1420,9282,2014,,12.323637879691756,0,51,50–100 yrs,0.0,1.0,5.694478527607362
3,1.5,2100,67269,1.0,0,0,4,7,1220,880,1949,98028,47.7592,-122.23,1610,15999,2014,,13.081543466215237,0,65,50–100 yrs,0.41904761904761906,0.580952380952381,32.03285714285714
4,2.75,2690,5400,2.0,0,0,3,7,2210,480,1940,98117,47.6963,-122.367,1620,5400,2015,6.0,13.488395803228677,1,75,50–100 yrs,0.17843866171003717,0.8215613382899628,2.007434944237918
2,1.0,600,4854,1.0,0,0,5,6,600,0,1922,98168,47.4927,-122.28,1470,5000,2014,,12.066816325306588,0,92,50–100 yrs,0.0,1.0,8.09
2,1.0,810,9882,1.0,0,0,3,6,810,0,1944,98178,47.4925,-122.239,950,7200,2014,,12.04355959836804,0,70,50–100 yrs,0.0,1.0,12.2
3,1.5,1660,3190,1.5,0,0,3,7,1660,0,1919,98109,47.6368,-122.351,2200,3240,2015,,13.396961730063138,0,96,50–100 yrs,0.0,1.0,1.9216867469879517
3,2.0,1880,8494,1.0,0,0,4,7,1200,680,1968,98004,47.6217,-122.192,1290,9128,2015,,13.664688831019712,0,47,20–50 yrs,0.3617021276595745,0.6382978723404256,4.518085106382979
4,1.5,2310,68824,2.0,0,0,4,7,2310,0,1968,98010,47.3354,-122.031,2020,39900,2014,,12.917675959034224,0,46,20–50 yrs,0.0,1.0,29.793939393939393
4,1.5,2650,34000,2.0,0,0,4,7,2650,0,1930,98028,47.7516,-122.237,1960,34000,2015,,13.329379172803593,0,85,50–100 yrs,0.0,1.0,12.830188679245284
4,3.0,3130,12381,2.0,0,0,3,9,3130,0,1995,98006,47.5599,-122.118,3250,10049,2015,,13.732130035981154,0,20,<20 yrs,0.0,1.0,3.955591054313099
2,1.0,860,10400,1.0,0,0,4,6,860,0,1983,98042,47.3682,-122.096,1390,9086,2014,,12.180759965737863,0,31,20–50 yrs,0.0,1.0,12.093023255813954
3,1.0,990,9950,1.0,0,0,5,7,990,0,1961,98056,47.5104,-122.171,1370,9260,2014,,12.505995740029274,0,53,50–100 yrs,0.0,1.0,10.05050505050505
4,3.5,4030,1024068,2.0,0,0,3,10,4030,0,2006,98045,47.4619,-121.744,1830,11700,2015,,13.658857917508856,0,9,<20 yrs,0.0,1.0,254.11116625310174
3,2.25,1780,1429,3.0,0,0,3,8,1570,210,2007,98109,47.6413,-122.346,1470,1799,2014,,13.3374763699232,0,7,<20 yrs,0.11797752808988764,0.8820224719101124,0.8028089887640449
2,2.0,1480,6075,1.0,0,0,5,7,740,740,1919,98118,47.5317,-122.276,1230,6053,2014,,12.52815976788113,0,95,50–100 yrs,0.5,0.5,4.10472972972973
3,1.0,1140,5258,1.5,0,0,3,6,1140,0,1911,98146,47.5122,-122.383,1140,5280,2014,,12.703816069256568,0,103,>100 yrs,0.0,1.0,4.612280701754386
3,1.5,1230,7500,1.0,0,0,3,7,1230,0,1962,98198,47.4202,-122.331,1260,7800,2014,,12.506180941677357,0,52,50–100 yrs,0.0,1.0,6.097560975609756
4,2.5,3080,10646,2.0,0,0,3,9,3080,0,1993,98042,47.3828,-122.148,2740,9994,2014,,12.994532278619134,0,21,20–50 yrs,0.0,1.0,3.4564935064935063
4,2.5,1990,8034,2.0,0,0,4,10,1990,0,1989,98029,47.561,-122.018,2580,8034,2014,,13.367661298303675,0,25,20–50 yrs,0.0,1.0,4.037185929648241
1,1.0,700,5621,1.0,0,0,4,6,700,0,1945,98133,47.734,-122.353,1020,5621,2014,,12.907934245003815,0,69,50–100 yrs,0.0,1.0,8.03
3,2.5,1700,1156,2.0,0,2,3,9,1320,380,2002,98119,47.6373,-122.369,1710,1686,2014,,13.279368835614243,0,12,<20 yrs,0.2235294117647059,0.7764705882352941,0.68
2,1.0,860,9000,1.0,0,0,4,6,860,0,1942,98168,47.4801,-122.315,990,9975,2014,,12.283038316285214,0,72,50–100 yrs,0.0,1.0,10.465116279069768
3,2.5,3160,24437,1.0,0,3,3,11,2160,1000,1991,98006,47.5531,-122.131,3990,11977,2014,,13.955273369904273,0,23,20–50 yrs,0.31645569620253167,0.6835443037974683,7.733227848101266
3,2.0,2500,30056,1.0,0,0,5,8,1840,660,1954,98166,47.4468,-122.337,2500,30000,2015,,13.26212705890841,0,61,50–100 yrs,0.264,0.736,12.0224
4,2.5,3000,9460,2.0,0,0,3,9,3000,0,2001,98031,47.3959,-122.211,3000,8450,2014,,12.971542813248437,0,13,<20 yrs,0.0,1.0,3.1533333333333333
2,1.0,1670,8195,1.0,0,0,3,7,1670,0,1954,98033,47.6627,-122.192,1980,7500,2015,40.0,13.399996629152975,1,61,50–100 yrs,0.0,1.0,4.907185628742515
2,1.0,690,6400,1.0,0,0,3,6,690,0,1943,98126,47.5287,-122.367,1000,6400,2015,,12.73080413304066,0,72,50–100 yrs,0.0,1.0,9.27536231884058
4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,98125,47.7157,-122.284,1150,7733,2014,,12.899222326086994,0,27,20–50 yrs,0.3548387096774194,0.6451612903225806,3.1185483870967743
2,1.0,900,5000,1.0,0,0,5,6,900,0,1930,98022,47.2008,-121.995,1150,5000,2015,25.0,12.25486757159303,1,85,50–100 yrs,0.0,1.0,5.555555555555555
4,1.75,2200,8100,1.5,0,0,5,6,1400,800,1942,98168,47.4945,-122.303,1520,8100,2014,,12.628070334272698,0,72,50–100 yrs,0.36363636363636365,0.6363636363636364,3.6818181818181817
2,1.0,960,223898,1.0,0,0,3,6,960,0,1985,98014,47.6668,-121.892,1830,230868,2014,,12.807655372286902,0,29,20–50 yrs,0.0,1.0,233.22708333333333
5,2.75,2130,6222,1.0,0,0,3,7,1300,830,1991,98118,47.5272,-122.276,2130,6222,2014,,12.691583538230217,0,23,20–50 yrs,0.38967136150234744,0.6103286384976526,2.9211267605633804
4,1.75,2020,8800,1.0,0,0,4,8,2020,0,1969,98023,47.3202,-122.384,2320,8000,2014,,12.409017571151187,0,45,20–50 yrs,0.0,1.0,4.356435643564357
3,1.0,1060,7350,1.0,0,0,4,7,1060,0,1959,98032,47.3809,-122.287,1060,7350,2014,,12.111767460549332,0,55,50–100 yrs,0.0,1.0,6.933962264150943
2,1.0,1230,6600,1.0,0,0,3,7,1130,100,1906,98118,47.5573,-122.282,1260,5060,2014,,12.994532278619134,0,108,>100 yrs,0.08130081300813008,0.9186991869918699,5.365853658536586
3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,98003,47.3473,-122.314,1870,8017,2014,,12.323860125621126,0,26,20–50 yrs,0.0,1.0,4.786055776892431
3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,98003,47.3473,-122.314,1870,8017,2015,,12.788291058675025,0,27,20–50 yrs,0.0,1.0,4.786055776892431
5,2.5,2720,5000,1.5,0,0,4,7,1530,1190,1939,98117,47.6827,-122.376,1210,5000,2014,,13.270785106659046,0,75,50–100 yrs,0.4375,0.5625,1.838235294117647
3,1.5,1070,8886,1.0,0,0,4,7,1070,0,1984,98030,47.3516,-122.166,1730,9461,2015,,12.388398368982115,0,31,20–50 yrs,0.0,1.0,8.304672897196262
4,3.25,3580,43093,1.0,0,0,4,8,3580,0,1990,98024,47.5595,-121.901,2070,43093,2015,,13.45883704259595,0,25,20–50 yrs,0.0,1.0,12.037150837988827
4,2.5,2230,8500,2.0,0,0,3,8,2230,0,1994,98022,47.2082,-122.009,2270,8770,2014,,12.691583538230217,0,20,<20 yrs,0.0,1.0,3.811659192825112
4,2.25,2500,10890,1.0,0,0,5,7,1800,700,1978,98034,47.7318,-122.239,2500,7467,2014,,13.098072734013513,0,36,20–50 yrs,0.28,0.72,4.356
4,1.0,1670,4600,1.5,0,0,5,8,1670,0,1906,98103,47.6838,-122.332,1820,4600,2014,,13.681980308196241,0,108,>100 yrs,0.0,1.0,2.754491017964072
4,2.5,2150,9070,2.0,0,0,4,8,2150,0,1985,98052,47.7279,-122.107,2230,8995,2014,,13.329379172803593,0,29,20–50 yrs,0.0,1.0,4.21860465116279
3,2.5,2020,4183,2.0,0,0,3,7,2020,0,2012,98038,47.3658,-122.017,2030,4140,2014,,12.679199517372098,0,2,<20 yrs,0.0,1.0,2.0707920792079206
3,2.5,2230,5750,2.0,0,0,3,9,2230,0,2003,98033,47.6938,-122.213,1900,8238,2014,,13.849912950864715,0,11,<20 yrs,0.0,1.0,2.57847533632287
2,1.0,740,6300,1.0,0,0,3,6,740,0,1942,98126,47.5158,-122.376,740,6300,2015,,12.60987303543023,0,73,50–100 yrs,0.0,1.0,8.513513513513514
4,1.5,2020,9583,2.0,0,0,4,7,2020,0,1963,98034,47.7283,-122.238,1770,8625,2015,,13.036807667689546,0,52,50–100 yrs,0.0,1.0,4.744059405940594
3,2.5,1730,4065,2.0,0,0,3,8,1730,0,1996,98029,47.5668,-122.005,1730,4094,2014,,12.983103608918753,0,18,<20 yrs,0.0,1.0,2.3497109826589595
3,1.75,1370,8280,1.0,0,0,4,7,1370,0,1980,98031,47.4096,-122.172,1850,7820,2014,,12.310437165348775,0,34,20–50 yrs,0.0,1.0,6.043795620437956
4,1.0,1210,6380,1.5,0,0,3,7,1210,0,1936,98115,47.6924,-122.321,1340,6380,2014,,13.091906231773164,0,78,50–100 yrs,0.0,1.0,5.2727272727272725
5,3.5,2160,2323,3.0,0,0,3,9,2160,0,2007,98107,47.6726,-122.39,1750,4650,2015,,13.527829818844937,0,8,<20 yrs,0.0,1.0,1.075462962962963
3,2.25,1550,6022,2.0,0,0,3,8,1550,0,1989,98003,47.3525,-122.304,1650,5627,2014,,12.491255347155265,0,25,20–50 yrs,0.0,1.0,3.8851612903225807
2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,98103,47.6994,-122.354,2130,6002,2014,,13.02805489573287,0,73,50–100 yrs,0.17094017094017094,0.8290598290598291,5.128205128205129
3,1.75,2020,215622,2.0,0,0,4,7,2020,0,1975,98070,47.4189,-122.499,1810,215622,2015,,13.102162710901053,0,40,20–50 yrs,0.0,1.0,106.74356435643564
3,1.75,1740,8625,1.0,0,0,4,7,1240,500,1978,98023,47.3054,-122.38,1980,8625,2015,,12.54254845357358,0,37,20–50 yrs,0.28735632183908044,0.7126436781609196,4.956896551724138
4,3.25,3100,3900,2.0,0,2,5,9,2090,1010,1923,98109,47.6385,-122.348,2110,3900,2014,,14.187074804051692,0,91,50–100 yrs,0.3258064516129032,0.6741935483870968,1.2580645161290323
4,1.0,1590,24330,1.5,0,0,3,6,1140,450,1942,98168,47.4906,-122.309,1000,16228,2014,,12.581081982573842,0,72,50–100 yrs,0.2830188679245283,0.7169811320754716,15.30188679245283
5,3.0,2400,10126,2.0,0,3,3,8,2400,0,1981,98126,47.5726,-122.373,2250,3946,2015,,13.521140839642674,0,34,20–50 yrs,0.0,1.0,4.219166666666666
3,2.5,2290,9142,1.0,0,0,3,8,2290,0,1972,98117,47.691,-122.387,1770,8035,2014,,13.438488581424824,0,42,20–50 yrs,0.0,1.0,3.992139737991266
3,1.75,1610,7392,1.0,0,0,4,7,1610,0,1964,98001,47.3413,-122.28,1450,7392,2014,,11.982935344196433,0,50,20–50 yrs,0.0,1.0,4.591304347826087
4,2.5,2240,9934,1.0,0,0,4,8,1490,750,1968,98005,47.6147,-122.166,2640,11622,2015,,13.384729180332174,0,47,20–50 yrs,0.33482142857142855,0.6651785714285714,4.4348214285714285
2,1.0,850,6370,1.0,0,0,3,6,850,0,1951,98126,47.5198,-122.373,850,5170,2015,,12.429220196836383,0,64,50–100 yrs,0.0,1.0,7.4941176470588236
2,1.5,920,1458,2.0,0,0,3,7,920,0,1995,98133,47.7081,-122.342,1110,1598,2015,,12.487488878546145,0,20,<20 yrs,0.0,1.0,1.5847826086956522
5,3.25,2590,6180,1.0,0,0,3,7,1330,1260,1960,98118,47.551,-122.272,1560,6180,2014,,13.303018546545275,0,54,50–100 yrs,0.4864864864864865,0.5135135135135135,2.386100386100386
3,1.0,1340,7260,1.5,0,0,3,6,1340,0,1944,98178,47.4934,-122.237,1210,7260,2014,,12.20582761551277,0,70,50–100 yrs,0.0,1.0,5.417910447761194
4,2.75,2420,11201,1.0,0,1,3,8,1420,1000,1948,98118,47.5459,-122.265,3170,9385,2015,16.0,13.47653659463273,1,67,50–100 yrs,0.4132231404958678,0.5867768595041323,4.628512396694215
2,1.0,1420,4305,1.0,0,0,4,7,920,500,1941,98115,47.6864,-122.311,1420,4305,2014,,13.102162710901053,0,73,50–100 yrs,0.352112676056338,0.647887323943662,3.0316901408450705
4,1.0,1360,6000,1.5,0,0,3,7,1360,0,1917,98115,47.6854,-122.288,1710,6000,2014,,13.14510481940612,0,97,50–100 yrs,0.0,1.0,4.411764705882353
3,1.0,1510,6200,1.0,0,0,3,6,1010,500,1955,98118,47.5293,-122.274,1710,8623,2015,,12.608202196848836,0,60,50–100 yrs,0.33112582781456956,0.6688741721854304,4.105960264900662
4,2.5,2650,25248,1.0,0,2,3,9,2330,320,1954,98177,47.7537,-122.373,3020,23135,2014,,13.437175577097312,0,60,50–100 yrs,0.12075471698113208,0.879245283018868,9.52754716981132
4,2.0,2120,4000,1.5,0,0,4,7,1720,400,1927,98117,47.688,-122.383,1760,4000,2014,,13.299674067415213,0,87,50–100 yrs,0.18867924528301888,0.8113207547169812,1.8867924528301887
3,1.0,1200,7200,1.0,0,0,3,6,1200,0,1977,98030,47.3746,-122.183,1200,7420,2014,,12.25486757159303,0,37,20–50 yrs,0.0,1.0,6.0
4,2.5,3190,11375,1.0,0,0,5,8,2210,980,1946,98125,47.704,-122.3,1100,8500,2014,,13.398480330934175,0,68,50–100 yrs,0.3072100313479624,0.6927899686520376,3.5658307210031346
3,1.0,1050,4160,1.0,0,0,4,7,1050,0,1925,98115,47.6756,-122.3,1580,3680,2014,,13.199326270390594,0,89,50–100 yrs,0.0,1.0,3.961904761904762
3,2.0,1300,22605,1.0,0,0,3,7,1300,0,1998,98056,47.5337,-122.187,2250,10215,2015,,13.058360179622305,0,17,<20 yrs,0.0,1.0,17.388461538461538
3,2.5,3970,263538,1.5,0,0,3,9,3970,0,1991,98024,47.6067,-121.952,3970,194676,2015,,13.878486296092358,0,24,20–50 yrs,0.0,1.0,66.3823677581864
5,2.5,2990,7500,1.0,0,2,3,9,1800,1190,1972,98177,47.7707,-122.369,2800,9860,2014,,13.26212705890841,0,42,20–50 yrs,0.3979933110367893,0.6020066889632107,2.508361204013378
4,2.75,2440,7042,1.5,0,2,4,7,1640,800,1941,98116,47.5731,-122.408,2170,7900,2014,,13.493928313146206,0,73,50–100 yrs,0.32786885245901637,0.6721311475409836,2.886065573770492
4,1.0,1170,5400,1.0,0,0,5,6,1170,0,1953,98056,47.492,-122.172,1100,5400,2014,,12.611374406964662,0,61,50–100 yrs,0.0,1.0,4.615384615384615
4,2.0,2270,18450,1.0,0,0,3,7,2270,0,1961,98001,47.3264,-122.262,2150,18450,2015,,12.834683971615659,0,54,50–100 yrs,0.0,1.0,8.127753303964758
3,1.5,1280,5525,1.0,0,0,3,7,1280,0,1962,98133,47.7339,-122.336,1330,5286,2014,,12.743883860756114,0,52,50–100 yrs,0.0,1.0,4.31640625
4,2.5,1950,3225,2.0,0,0,3,7,1950,0,2002,98178,47.5014,-122.226,1980,3225,2014,,12.660331092405906,0,12,<20 yrs,0.0,1.0,1.6538461538461537
4,2.75,1930,3840,1.0,0,0,3,7,1170,760,1997,98106,47.5303,-122.346,1610,3840,2014,,12.700771936142122,0,17,<20 yrs,0.39378238341968913,0.6062176165803109,1.9896373056994818
4,2.75,1970,7213,1.0,0,0,3,8,1170,800,1977,98058,47.4424,-122.126,1980,7045,2014,,12.685410698175234,0,37,20–50 yrs,0.40609137055837563,0.5939086294416244,3.6614213197969545
4,3.0,1820,3120,1.0,0,0,3,7,1000,820,1997,98118,47.5468,-122.274,1600,5001,2014,,12.676079399771027,0,17,<20 yrs,0.45054945054945056,0.5494505494505495,1.7142857142857142
2,1.0,950,4080,1.0,0,0,4,7,950,0,1924,98117,47.6765,-122.384,1120,4080,2014,,13.217675375388819,0,90,50–100 yrs,0.0,1.0,4.294736842105263
6,3.5,4010,16200,1.0,0,0,3,8,2090,1920,1955,98004,47.6322,-122.216,3560,16200,2014,24.0,14.313859267752383,1,59,50–100 yrs,0.47880299251870323,0.5211970074812967,4.039900249376559
4,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,98006,47.5521,-122.115,4060,15177,2014,,14.008195726535703,0,19,<20 yrs,0.5109649122807017,0.48903508771929827,3.649780701754386
4,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,98006,47.5521,-122.115,4060,15177,2014,,13.997832948091215,0,19,<20 yrs,0.5109649122807017,0.48903508771929827,3.649780701754386
3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,98030,47.3865,-122.217,1492,8924,2015,,11.695255355062795,0,72,50–100 yrs,0.0,1.0,7.76
3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,98030,47.3865,-122.217,1492,8924,2015,,12.07254696717504,0,72,50–100 yrs,0.0,1.0,7.76
3,1.0,910,5800,1.5,0,0,4,5,910,0,1900,98022,47.2068,-121.992,1400,6766,2014,,12.042971193457888,0,114,>100 yrs,0.0,1.0,6.373626373626373
6,2.75,2890,7500,1.0,0,0,4,8,1830,1060,1976,98034,47.7099,-122.23,1880,7500,2014,,13.138238695062618,0,38,20–50 yrs,0.36678200692041524,0.6332179930795848,2.5951557093425603
2,1.0,1070,6678,1.0,0,0,4,7,1070,0,1951,98133,47.7315,-122.357,1680,7788,2014,,12.721888795877375,0,63,50–100 yrs,0.0,1.0,6.241121495327103
3,2.75,2050,3320,1.5,0,0,4,7,1580,470,1927,98105,47.6719,-122.301,1760,4150,2014,,13.326448056767768,0,87,50–100 yrs,0.22926829268292684,0.7707317073170732,1.6195121951219513
2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,98144,47.588,-122.304,1340,1213,2014,,12.948012371209098,0,110,>100 yrs,0.0,1.0,3.3653846153846154
4,3.25,3320,8587,3.0,0,0,3,11,2950,370,2008,98103,47.691,-122.337,1860,5668,2014,,13.815511557963774,0,6,<20 yrs,0.11144578313253012,0.8885542168674698,2.5864457831325303
2,1.0,740,6180,1.0,0,0,3,6,740,0,1948,98118,47.5517,-122.272,1330,4635,2014,,12.742568940017076,0,66,50–100 yrs,0.0,1.0,8.35135135135135
4,2.0,3380,90968,1.0,0,0,4,9,1690,1690,1979,98075,47.5936,-122.077,3380,42740,2014,,13.652992804936396,0,35,20–50 yrs,0.5,0.5,26.913609467455622
2,1.75,1210,4141,1.0,0,0,4,7,910,300,1942,98117,47.686,-122.382,1310,4141,2014,,13.274227444925158,0,72,50–100 yrs,0.24793388429752067,0.7520661157024794,3.422314049586777
3,2.5,2480,6031,2.0,0,0,3,8,2480,0,2001,98155,47.772,-122.297,1850,7704,2014,,13.07107218827772,0,13,<20 yrs,0.0,1.0,2.4318548387096772
3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,98052,47.6912,-122.115,2080,8260,2014,,13.25339339419516,0,39,20–50 yrs,0.3383084577114428,0.6616915422885572,2.985074626865672
4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,98105,47.6702,-122.3,1730,4000,2015,,13.625077390834019,0,99,50–100 yrs,0.4582043343653251,0.541795665634675,1.5479876160990713
2,2.5,1170,1394,2.0,0,0,3,8,1170,0,2001,98122,47.6131,-122.297,1250,3136,2014,,12.866182555987908,0,13,<20 yrs,0.0,1.0,1.1914529914529914
3,1.0,1250,9126,1.0,0,0,3,7,1250,0,1969,98077,47.7554,-122.076,1440,10620,2014,,12.706850963741102,0,45,20–50 yrs,0.0,1.0,7.3008
3,2.5,2070,49658,1.0,0,0,4,8,1540,530,1980,98075,47.5936,-122.013,2620,35160,2014,,13.390022828362982,0,34,20–50 yrs,0.2560386473429952,0.7439613526570048,23.989371980676328
2,1.0,1050,3088,1.0,0,0,3,7,1050,0,2005,98029,47.5471,-121.996,1890,2772,2014,,12.560247968016562,0,9,<20 yrs,0.0,1.0,2.940952380952381
3,1.0,1400,7800,1.0,0,0,3,7,1400,0,1962,98059,47.4789,-122.159,1400,7800,2014,,12.28765724080691,0,52,50–100 yrs,0.0,1.0,5.571428571428571
3,1.0,1120,12500,1.0,0,0,4,7,1120,0,1977,98033,47.6842,-122.2,2380,10000,2015,,13.329379172803593,0,38,20–50 yrs,0.0,1.0,11.160714285714286
4,2.5,3150,5886,2.0,0,0,3,8,3150,0,2014,98059,47.4787,-122.122,2650,5886,2014,,13.271017837794437,0,0,,0.0,1.0,1.8685714285714285
4,3.5,4540,19767,2.0,0,0,3,11,4200,340,1998,98006,47.5445,-122.137,3990,12881,2014,,13.955273369904273,0,16,<20 yrs,0.07488986784140969,0.9251101321585903,4.353964757709251
3,2.0,1400,8821,1.0,0,0,3,7,1400,0,1991,98022,47.1949,-121.989,1450,8721,2014,,12.351042741030522,0,23,20–50 yrs,0.0,1.0,6.300714285714286
4,2.75,2500,4950,2.0,0,0,3,8,2500,0,2010,98053,47.6964,-122.017,2500,4950,2014,,13.429849547739444,0,4,<20 yrs,0.0,1.0,1.98
3,1.5,1390,2153,2.0,0,0,3,7,1390,0,2001,98118,47.5506,-122.29,1100,2617,2014,,12.496878583628968,0,13,<20 yrs,0.0,1.0,1.5489208633093525
4,2.75,3160,37200,2.0,0,3,3,8,2310,850,1939,98125,47.7214,-122.285,3130,20000,2014,,13.755761615129062,0,75,50–100 yrs,0.2689873417721519,0.7310126582278481,11.772151898734178
3,1.75,1310,8065,1.0,0,0,4,6,1310,0,1948,98117,47.701,-122.368,1420,8100,2014,,12.983103608918753,0,66,50–100 yrs,0.0,1.0,6.156488549618321
2,1.0,1740,3622,1.0,0,0,4,7,950,790,1924,98118,47.5541,-122.29,1270,3800,2014,,12.660331092405906,0,90,50–100 yrs,0.4540229885057471,0.5459770114942529,2.081609195402299
3,2.5,1490,1709,3.0,0,0,3,8,1490,0,2004,98125,47.7173,-122.299,1364,1709,2014,,12.77959697400896,0,10,<20 yrs,0.0,1.0,1.146979865771812
