price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,was_renovated,sqft_x_grade,age_x_grade,living_lot_ratio
545000.0,4,2.25,1890,7210,1.0,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117,1920,7210,2015,4,48,0,15120,384,0.2621359223300971
2408000.0,5,2.5,4600,23250,1.5,0,2,3,9,3600,1000,1918,2003,98004,47.623,-122.218,5500,20066,2015,4,97,1,41400,873,0.1978494623655914
460000.0,5,3.0,2008,5050,1.0,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2040,5297,2015,5,23,0,14056,161,0.39762376237623764
425000.0,2,1.0,880,6413,1.0,0,0,3,7,880,0,1950,0,98116,47.573,-122.395,1360,6413,2014,6,64,0,6160,448,0.137221269296741
455000.0,3,1.75,1700,8360,1.0,0,0,4,7,850,850,1955,0,98006,47.5766,-122.147,1520,8360,2014,10,59,0,11900,413,0.20334928229665072
313100.0,3,2.0,1730,12821,1.0,0,0,3,8,1730,0,1994,0,98001,47.353,-122.272,1980,11336,2015,4,21,0,13840,168,0.13493487247484595
780000.0,4,3.5,3910,59863,2.0,0,0,4,10,2490,1420,1987,0,98027,47.4846,-122.067,2830,37674,2014,6,27,0,39100,270,0.06531580442009255
345500.0,4,2.5,2160,9682,2.0,0,0,3,8,2160,0,1999,0,98031,47.4106,-122.204,1770,9600,2014,12,15,0,17280,120,0.22309440198306135
243000.0,3,1.75,1200,8034,1.0,0,0,5,7,1200,0,1975,0,98031,47.4135,-122.18,1270,7600,2015,1,40,0,8400,280,0.14936519790888722
670000.0,5,3.5,3860,9600,1.0,0,3,4,8,2660,1200,1973,0,98034,47.7139,-122.223,2440,9600,2014,12,41,0,30880,328,0.40208333333333335
325000.0,3,1.5,1320,7560,1.0,0,0,3,6,840,480,1983,0,98019,47.7451,-121.98,1210,7560,2015,2,32,0,7920,192,0.1746031746031746
281000.0,2,1.0,1280,12500,1.0,0,0,3,7,1060,220,1951,0,98178,47.4833,-122.237,1460,17771,2014,12,63,0,8960,441,0.1024
130000.0,3,1.0,1100,5100,1.0,0,0,4,7,1100,0,1913,0,98108,47.5231,-122.332,1450,5100,2015,3,102,0,7700,714,0.21568627450980393
340000.0,3,2.5,2170,9798,2.0,0,0,3,7,2170,0,1995,0,98038,47.3817,-122.023,2020,8121,2014,7,19,0,15190,133,0.22147377015717493
485000.0,4,2.75,2720,51396,2.0,0,0,4,8,2720,0,1977,0,98059,47.4777,-122.1,1960,51366,2015,2,38,0,21760,304,0.05292240641295042
642860.0,4,2.75,2520,6398,2.0,0,0,3,8,2520,0,2014,0,98072,47.7685,-122.159,2520,6398,2014,12,0,0,20160,0,0.3938730853391685
747000.0,3,1.75,2560,4800,1.0,0,0,3,7,1280,1280,1911,0,98112,47.6207,-122.295,1620,4800,2014,10,103,0,17920,721,0.5333333333333333
559950.0,4,2.5,2650,7200,2.0,0,0,3,8,2250,400,1979,0,98133,47.7317,-122.354,2110,7269,2014,7,35,0,21200,280,0.3680555555555556
577288.0,4,2.75,2870,7200,2.0,0,0,3,9,2870,0,2008,0,98108,47.5688,-122.317,2030,5400,2014,11,6,0,25830,54,0.39861111111111114
575000.0,2,1.0,1230,2726,1.5,0,0,3,7,880,350,1920,0,98117,47.6815,-122.359,1710,3750,2014,9,94,0,8610,658,0.4512105649303008
287000.0,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,2014,5,61,0,10150,427,0.24166666666666667
1149000.0,4,3.75,3180,9889,2.0,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558,2014,11,2,0,28620,18,0.32156942056830823
335000.0,2,1.0,1800,8900,1.0,0,0,3,6,900,900,1945,0,98168,47.51,-122.323,2040,10450,2015,4,70,0,10800,420,0.20224719101123595
375000.0,4,2.25,2020,12500,2.0,0,0,2,8,2020,0,1966,0,98056,47.5403,-122.175,1800,13175,2015,1,49,0,16160,392,0.1616
325000.0,2,1.0,620,14823,1.0,0,0,3,6,620,0,1926,0,98125,47.7322,-122.3,1400,7930,2015,1,89,0,3720,534,0.041826890642919785
530000.0,3,2.25,2190,220414,1.0,0,0,4,7,1330,860,1976,0,98059,47.5041,-122.102,2550,175982,2015,4,39,0,15330,273,0.009935847995136426
287000.0,4,2.25,1980,7081,1.0,0,0,3,7,1470,510,1977,0,98032,47.3669,-122.288,1980,7081,2015,1,38,0,13860,266,0.2796215223838441
320000.0,5,3.0,2970,7000,1.0,0,0,3,8,1810,1160,1979,0,98023,47.3079,-122.341,2630,8062,2015,2,36,0,23760,288,0.42428571428571427
425000.0,4,2.5,2270,4400,2.0,0,0,3,7,2270,0,2006,0,98065,47.5381,-121.888,2090,4400,2014,8,8,0,15890,56,0.5159090909090909
550000.0,3,1.0,1630,6009,1.0,0,3,4,8,1630,0,1954,0,98117,47.693,-122.383,2120,6009,2014,8,60,0,13040,480,0.27125977700116494
135000.0,3,1.0,1520,8450,1.0,0,0,2,6,1120,400,1961,0,98023,47.328,-122.337,1320,8450,2014,12,53,0,9120,318,0.17988165680473372
695000.0,3,1.75,2080,5687,1.5,0,0,4,8,2080,0,1924,0,98144,47.5776,-122.289,2300,5995,2014,7,90,0,16640,720,0.36574643924740635
975000.0,5,2.5,3020,9648,1.0,0,2,4,9,1980,1040,1977,0,98006,47.5586,-122.134,2890,12598,2015,5,38,0,27180,342,0.3130182421227197
210000.0,4,1.75,2180,28710,1.0,0,0,3,8,1180,1000,1950,0,98198,47.405,-122.288,2180,28710,2014,5,64,0,17440,512,0.0759317311041449
518000.0,4,1.75,1780,8768,1.0,0,0,4,7,1050,730,1951,0,98125,47.7085,-122.283,1590,8100,2014,12,63,0,12460,441,0.20301094890510948
335500.0,3,1.0,1370,6780,2.0,0,0,3,6,1370,0,1930,0,98125,47.7156,-122.291,1450,7214,2014,7,84,0,8220,504,0.20206489675516223
750000.0,4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900,2014,11,30,0,27450,270,0.43447293447293445
515000.0,3,1.75,1490,12000,1.0,0,0,4,7,1490,0,1956,0,98006,47.569,-122.175,1630,12000,2014,12,58,0,10430,406,0.12416666666666666
344500.0,4,2.75,1800,5453,1.0,0,0,3,7,1050,750,2002,0,98055,47.4632,-122.209,1820,6900,2014,5,12,0,12600,84,0.3300935264991748
470000.0,3,1.5,1760,6723,1.0,0,0,3,7,1160,600,1958,0,98118,47.5514,-122.266,2080,8965,2014,6,56,0,12320,392,0.2617878923099807
606150.0,4,1.75,1770,9848,1.0,0,0,3,8,1370,400,1967,0,98008,47.6208,-122.099,2040,9587,2014,9,47,0,14160,376,0.179731925264013
292000.0,4,2.75,2910,7712,1.0,0,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198,2220,6649,2014,11,16,0,20370,112,0.37733402489626555
450000.0,3,2.5,2880,426452,2.0,0,3,3,7,2880,0,1979,0,98092,47.2485,-122.101,1460,320890,2015,5,36,0,20160,252,0.00675339780326977
429000.0,3,1.75,2520,5043,1.0,0,0,3,8,1260,1260,1957,0,98126,47.5339,-122.372,1360,4920,2014,8,57,0,20160,456,0.4997025580011898
765000.0,4,2.5,3190,38119,2.0,0,0,3,9,3190,0,1988,0,98053,47.6698,-122.044,2560,36280,2014,8,26,0,28710,234,0.08368530129331829
425000.0,2,1.0,540,2500,1.0,0,0,3,5,540,0,1905,0,98107,47.6729,-122.383,1290,5000,2015,4,110,0,2700,550,0.216
505000.0,4,2.5,3170,5340,2.0,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340,2015,2,15,0,22190,105,0.5936329588014981
544950.0,3,1.75,1830,7371,1.0,0,0,3,7,1830,0,1957,0,98008,47.6059,-122.121,1600,7700,2015,3,58,0,12810,406,0.24827024827024827
382000.0,3,2.0,1360,4840,1.5,0,0,3,8,1360,0,1936,0,98126,47.5487,-122.376,1450,4840,2014,9,78,0,10880,624,0.2809917355371901
475000.0,3,1.75,1870,25157,2.0,0,0,3,7,1870,0,1978,0,98014,47.695,-121.915,1870,15391,2014,8,36,0,13090,252,0.07433318758198514
355000.0,3,1.5,1370,4790,2.0,0,0,4,7,1370,0,1982,0,98034,47.7253,-122.164,1370,3799,2015,4,33,0,9590,231,0.2860125260960334
410000.0,4,2.5,1700,9000,1.0,0,0,5,7,1700,0,1972,0,98034,47.7306,-122.233,1370,7592,2014,7,42,0,11900,294,0.18888888888888888
450000.0,4,2.0,1960,5008,1.0,0,0,3,6,980,980,1900,1988,98144,47.5958,-122.299,1175,2315,2015,2,115,1,11760,690,0.3913738019169329
565000.0,7,4.5,4140,9066,1.0,0,0,3,7,2070,2070,1978,0,98125,47.7302,-122.291,1440,1865,2014,5,36,0,28980,252,0.456651224354732
529100.0,2,1.0,1290,6528,1.5,0,0,4,7,1290,0,1941,0,98115,47.694,-122.29,1670,5712,2015,4,74,0,9030,518,0.19761029411764705
452500.0,4,2.5,2460,6454,2.0,0,0,3,7,2460,0,2006,0,98065,47.5381,-121.89,2320,4578,2015,2,9,0,17220,63,0.38115897118066316
245000.0,4,2.0,1580,8000,1.0,0,0,3,7,1040,540,1967,0,98003,47.3467,-122.304,1550,8000,2014,5,47,0,11060,329,0.1975
415000.0,1,1.0,700,2550,1.0,0,0,3,6,700,0,1954,0,98117,47.6783,-122.383,1330,4110,2015,3,61,0,4200,366,0.27450980392156865
610000.0,4,2.5,2410,15899,2.0,0,3,3,9,2410,0,1990,0,98074,47.6242,-122.04,2360,11412,2014,7,24,0,21690,216,0.15158186049437072
363500.0,4,1.75,2180,9702,1.0,0,0,5,7,1090,1090,1962,0,98178,47.4973,-122.268,2020,9792,2014,10,52,0,15260,364,0.22469593898165327
510000.0,3,2.75,1950,12630,1.0,0,0,4,8,1230,720,1969,0,98052,47.6301,-122.107,1990,12196,2015,2,46,0,15600,368,0.1543942992874109
650000.0,4,2.5,2630,28298,2.0,0,0,3,8,2630,0,1996,0,98053,47.6314,-121.968,2840,26071,2015,3,19,0,21040,152,0.09293943034843452
290000.0,4,2.5,2050,9015,2.0,0,0,4,7,2050,0,1973,0,98058,47.4357,-122.168,1780,8820,2015,1,42,0,14350,294,0.2273987798114254
170000.0,3,1.0,790,6750,1.0,0,0,2,6,790,0,1944,0,98178,47.4984,-122.24,960,6298,2015,3,71,0,4740,426,0.11703703703703704
510000.0,2,1.0,1070,5280,1.0,0,0,3,6,1070,0,1900,0,98122,47.6168,-122.303,1380,2370,2015,3,115,0,6420,690,0.20265151515151514
2280000.0,7,8.0,13540,307752,3.0,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,4850,217800,2014,5,15,0,162480,180,0.043996464685850944
316000.0,4,2.5,2320,7379,2.0,0,0,3,8,2320,0,1987,0,98003,47.3432,-122.316,2230,7614,2014,9,27,0,18560,216,0.31440574603604826
690000.0,4,2.5,2670,13463,2.0,0,0,4,9,2670,0,1989,0,98029,47.5627,-122.018,2560,10982,2014,5,25,0,24030,225,0.1983213251132734
199950.0,2,1.0,700,5200,1.0,0,0,5,5,700,0,1952,0,98056,47.4924,-122.174,970,5200,2014,8,62,0,3500,310,0.1346153846153846
207000.0,3,1.0,860,7740,1.0,0,0,3,6,860,0,1960,0,98178,47.4906,-122.244,980,7200,2014,8,54,0,5160,324,0.1111111111111111
449950.0,4,2.25,3490,8400,1.5,0,0,4,8,3490,0,1976,0,98058,47.4513,-122.128,2320,8723,2015,4,39,0,27920,312,0.4154761904761905
361550.0,3,1.75,1160,257875,1.0,0,0,2,7,1160,0,1980,0,98059,47.4655,-122.072,1420,15450,2015,3,35,0,8120,245,0.004498303441589918
824000.0,4,3.5,3650,57538,2.0,0,0,3,10,3650,0,1996,0,98077,47.7711,-122.041,3730,56257,2014,9,18,0,36500,180,0.06343633772463415
537000.0,3,1.75,1550,10050,1.0,0,0,5,7,1550,0,1957,0,98008,47.6345,-122.123,1720,10050,2015,1,58,0,10850,406,0.15422885572139303
838400.0,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,2014,8,40,0,23580,360,0.27506561679790026
225000.0,2,1.0,720,4758,1.0,0,0,3,6,720,0,1947,0,98126,47.5176,-122.376,990,4920,2014,9,67,0,4320,402,0.15132408575031525
329900.0,3,2.0,1380,5198,1.0,0,0,4,7,1380,0,1982,0,98106,47.5514,-122.357,1320,6827,2015,4,33,0,9660,231,0.26548672566371684
282500.0,4,1.0,1170,34925,1.0,0,0,4,6,1170,0,1942,0,98065,47.5305,-121.841,1610,28108,2015,1,73,0,7020,438,0.03350035790980673
229950.0,3,1.75,1170,11960,1.0,0,0,4,7,1170,0,1969,0,98042,47.3279,-122.136,1230,9800,2015,4,46,0,8190,322,0.09782608695652174
500000.0,2,1.0,1630,12059,1.0,0,0,3,7,1270,360,1947,0,98125,47.7228,-122.314,1660,8800,2015,3,68,0,11410,476,0.13516875362799569
495000.0,3,1.75,1890,6557,1.0,0,0,3,8,1890,0,1967,0,98125,47.7032,-122.286,1920,6793,2014,11,47,0,15120,376,0.2882415738904987
149500.0,3,1.0,1010,9450,1.0,0,0,4,7,1010,0,1959,0,98198,47.3592,-122.315,1240,9450,2014,6,55,0,7070,385,0.10687830687830688
726000.0,3,2.5,2040,10033,1.0,0,0,4,8,1420,620,1974,0,98005,47.6375,-122.173,2260,10115,2014,8,40,0,16320,320,0.2033290142529652
899000.0,4,2.5,4080,10295,2.0,0,0,3,10,4080,0,1998,0,98075,47.5933,-121.982,3470,10295,2015,4,17,0,40800,170,0.3963088878096163
317000.0,3,1.0,1270,8925,1.0,0,0,5,7,1270,0,1955,0,98056,47.5124,-122.165,1270,8996,2015,3,60,0,8890,420,0.142296918767507
395000.0,1,1.0,790,3000,1.0,0,0,3,6,790,0,1953,0,98199,47.6544,-122.386,1110,4100,2015,3,62,0,4740,372,0.2633333333333333
360000.0,4,3.0,2580,6740,2.0,0,0,3,8,2580,0,1999,0,98058,47.4296,-122.185,2010,6740,2015,2,16,0,20640,128,0.3827893175074184
570000.0,4,2.5,2290,6738,2.0,0,0,3,8,2290,0,1996,0,98029,47.5714,-122.005,2100,6261,2014,6,18,0,18320,144,0.3398634609676462
320000.0,4,2.5,3490,5000,2.0,0,0,3,8,3490,0,2003,0,98042,47.3772,-122.127,2910,5025,2014,6,11,0,27920,88,0.698
320000.0,3,1.75,1510,30185,1.5,0,0,3,7,1510,0,1976,0,98058,47.4118,-122.089,1470,12465,2014,9,38,0,10570,266,0.05002484677820109
268000.0,5,2.5,2400,4564,2.0,0,0,3,7,2400,0,2004,0,98042,47.369,-122.126,1880,4109,2015,3,11,0,16800,77,0.5258545135845749
191000.0,2,1.0,900,3400,1.0,0,0,5,6,900,0,1905,0,98108,47.5269,-122.314,940,6000,2014,6,109,0,5400,654,0.2647058823529412
400000.0,2,1.0,1270,7440,1.0,0,0,4,7,910,360,1949,0,98126,47.5285,-122.372,1040,7500,2014,8,65,0,8890,455,0.17069892473118278
515000.0,2,1.0,1050,5000,1.0,0,0,5,7,1050,0,1907,0,98107,47.6699,-122.369,1340,5000,2014,7,107,0,7350,749,0.21
610000.0,4,2.5,2950,9010,2.0,0,0,3,9,2950,0,2004,0,98065,47.531,-121.86,3160,8813,2015,4,11,0,26550,99,0.3274139844617092
538000.0,2,1.75,1850,3060,1.0,0,0,3,7,1060,790,1929,1992,98115,47.6821,-122.308,1850,4080,2014,10,85,1,12950,595,0.6045751633986928
432000.0,3,2.5,1970,4036,2.0,0,0,4,7,1970,0,2003,0,98065,47.5335,-121.869,1960,5020,2014,6,11,0,13790,77,0.48810703666997024
335000.0,4,2.25,2400,8592,2.0,0,0,3,8,2400,0,1978,0,98055,47.4383,-122.193,2180,8100,2015,1,37,0,19200,296,0.27932960893854747
302000.0,5,1.75,2360,8642,1.5,0,0,5,7,2060,300,1926,0,98133,47.7617,-122.335,1950,8491,2015,2,89,0,16520,623,0.27308493404304557
787500.0,4,1.75,1580,9382,1.0,0,0,3,7,1080,500,1963,0,98039,47.6353,-122.232,2010,9382,2014,8,51,0,11060,357,0.1684075890002132
420000.0,3,1.0,1790,7055,1.0,0,0,5,8,1520,270,1937,0,98133,47.718,-122.355,1710,7055,2014,12,77,0,14320,616,0.2537207654145996
560000.0,3,2.5,2840,216493,2.0,0,0,3,9,2840,0,1991,0,98014,47.702,-121.892,2820,175111,2014,9,23,0,25560,207,0.013118207055193471
535000.0,3,2.5,1970,6634,2.0,0,0,3,8,1970,0,1989,0,98029,47.5759,-122.012,2090,6176,2015,4,26,0,15760,208,0.2969550798914682
310000.0,3,2.5,1780,6771,1.0,0,0,3,7,1230,550,1990,0,98106,47.5237,-122.353,1780,6771,2014,6,24,0,12460,168,0.2628858366563285
760000.0,5,2.0,3920,5250,1.5,0,0,5,7,2560,1360,1910,0,98144,47.5798,-122.294,1830,4240,2014,12,104,0,27440,728,0.7466666666666667
242500.0,3,1.75,1550,1905,2.0,0,0,3,7,1550,0,2005,0,98055,47.4331,-122.195,1550,1866,2014,9,9,0,10850,63,0.8136482939632546
1313000.0,6,3.0,2980,7200,1.5,0,2,3,8,2980,0,1911,0,98119,47.6366,-122.362,1720,3600,2015,2,104,0,23840,832,0.41388888888888886
235000.0,3,1.0,1270,7153,1.0,0,0,5,6,1270,0,1949,0,98055,47.4815,-122.226,1650,7153,2014,10,65,0,7620,390,0.17754788200754928
598780.0,4,2.25,3040,12160,1.0,0,0,4,7,1520,1520,1963,0,98007,47.5911,-122.133,2560,12090,2015,2,52,0,21280,364,0.25
433200.0,3,2.5,2075,16200,2.0,0,0,3,8,2075,0,2002,0,98045,47.4848,-121.698,2300,32379,2014,8,12,0,16600,96,0.12808641975308643
343000.0,2,1.0,1110,9920,1.0,0,0,5,6,700,410,1942,0,98056,47.5454,-122.192,2830,10091,2015,5,73,0,6660,438,0.11189516129032258
145000.0,2,1.0,800,8125,1.0,0,0,3,6,800,0,1964,0,98033,47.6836,-122.174,2390,8125,2014,11,50,0,4800,300,0.09846153846153846
291970.0,1,1.0,680,21727,1.0,0,0,3,5,680,0,1952,1995,98058,47.446,-122.175,1470,19406,2015,1,63,1,3400,315,0.03129746398490357
599950.0,3,1.0,1680,7910,1.0,0,0,3,7,1680,0,1949,0,98146,47.5085,-122.385,1330,7910,2015,3,66,0,11760,462,0.21238938053097345
1749000.0,4,2.5,3910,22710,1.5,0,0,3,8,3910,0,1908,2003,98004,47.6295,-122.217,2920,16544,2014,7,106,1,31280,848,0.17217084984588288
870000.0,4,1.75,2780,11000,1.0,0,0,3,9,1560,1220,1964,0,98004,47.595,-122.203,2350,11700,2015,3,51,0,25020,459,0.25272727272727274
323000.0,4,2.75,2000,9083,2.0,0,0,4,7,2000,0,1992,0,98038,47.3511,-122.058,1690,7735,2015,5,23,0,14000,161,0.2201915666629968
727000.0,4,3.0,3150,9703,2.0,0,0,3,9,3150,0,2001,0,98075,47.5962,-122.018,3150,8819,2014,8,13,0,28350,117,0.3246418633412347
166000.0,1,1.0,1120,17332,1.0,0,0,3,7,1120,0,1988,0,98001,47.2972,-122.267,1280,17334,2014,10,26,0,7840,182,0.06462035541195477
450000.0,4,1.75,1740,12204,1.0,0,0,3,7,1270,470,1961,0,98155,47.7675,-122.277,2190,12204,2015,4,54,0,12180,378,0.14257620452310718
400000.0,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300,2014,6,47,0,20790,329,0.12857142857142856
599000.0,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300,2015,2,48,0,20790,336,0.12857142857142856
165000.0,3,1.0,1150,19200,1.0,0,0,4,5,1150,0,1908,0,98001,47.2756,-122.27,1290,19200,2014,6,106,0,5750,530,0.059895833333333336
229000.0,2,1.0,1190,7408,1.0,0,0,3,6,830,360,1941,0,98168,47.5094,-122.31,1140,7408,2014,6,73,0,7140,438,0.16063714902807774
305000.0,1,1.0,900,7500,1.0,0,0,3,5,900,0,1946,1987,98155,47.7553,-122.283,1470,7500,2014,10,68,1,4500,340,0.12
930000.0,3,3.25,2950,4446,2.0,0,0,3,9,2450,500,2001,0,98116,47.5852,-122.391,1930,4255,2014,9,13,0,26550,117,0.6635177687809267
542000.0,3,2.5,1990,15985,1.0,0,0,3,8,1540,450,1964,0,98007,47.6205,-122.141,2470,10125,2014,9,50,0,15920,400,0.12449171097904285
214000.0,3,1.0,1020,9147,1.0,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700,2014,9,114,1,6120,684,0.11151197113807806
718000.0,3,2.5,2070,7200,2.0,0,0,3,8,2070,0,2001,0,98033,47.6946,-122.211,1650,8877,2014,9,13,0,16560,104,0.2875
349000.0,3,2.5,1430,1002,3.0,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530,2014,6,12,0,11440,96,1.4271457085828343
305000.0,3,2.5,2030,8000,2.0,0,0,3,7,2030,0,1997,0,98031,47.4024,-122.216,2290,7945,2015,5,18,0,14210,126,0.25375
498000.0,3,2.5,1620,2640,2.0,0,0,4,7,1620,0,1900,1993,98122,47.6036,-122.305,1370,3840,2014,7,114,1,11340,798,0.6136363636363636
799950.0,4,3.5,4220,196817,2.0,0,0,3,10,4220,0,1993,0,98092,47.2642,-122.187,2500,195395,2014,5,21,0,42200,210,0.02144123729149413
737000.0,3,2.5,2300,7800,2.0,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187,2015,5,18,0,20700,162,0.2948717948717949
860000.0,4,3.25,3830,10005,2.0,0,0,3,10,3830,0,2001,0,98075,47.5953,-122.039,2555,5204,2014,12,13,0,38300,130,0.3828085957021489
339950.0,3,2.5,2390,34041,1.0,0,0,3,8,1840,550,1984,0,98042,47.3546,-122.081,2460,35686,2014,7,30,0,19120,240,0.0702094533063071
249000.0,3,2.25,1440,7673,1.0,0,0,3,7,940,500,1982,0,98031,47.4034,-122.178,1440,8418,2014,5,32,0,10080,224,0.1876710543464095
370000.0,2,1.0,910,5525,1.0,0,0,2,6,910,0,1910,0,98126,47.5322,-122.379,1620,5525,2015,5,105,0,5460,630,0.16470588235294117
725000.0,3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372,2014,10,50,0,10850,350,0.12640678519001794
529000.0,5,2.5,2380,91476,1.0,0,0,4,8,1580,800,1976,0,98059,47.479,-122.153,1880,12870,2014,12,38,0,19040,304,0.026017753290480564
310000.0,4,2.75,2060,8100,1.0,0,0,4,7,1310,750,1988,0,98198,47.3581,-122.317,1540,8100,2015,3,27,0,14420,189,0.254320987654321
315000.0,4,2.25,1880,9163,2.0,0,0,3,8,1880,0,1981,0,98058,47.4362,-122.165,1900,7980,2014,10,33,0,15040,264,0.20517297828222197
1300000.0,4,2.5,3470,4160,2.0,0,0,3,9,2480,990,1927,0,98119,47.63,-122.363,2280,5440,2014,10,87,0,31230,783,0.8341346153846154
435000.0,3,2.0,2360,12744,2.0,0,0,5,7,2360,0,1964,0,98059,47.483,-122.164,1650,8625,2014,11,50,0,16520,350,0.18518518518518517
350000.0,3,1.75,1970,10800,1.0,0,0,4,7,1300,670,1979,0,98056,47.5107,-122.172,1970,8768,2014,7,35,0,13790,245,0.1824074074074074
240000.0,3,1.0,1040,7800,1.0,0,0,3,7,1040,0,1948,0,98055,47.4804,-122.229,1780,8400,2014,9,66,0,7280,462,0.13333333333333333
410000.0,3,2.25,1420,3750,2.0,0,0,3,7,1420,0,1987,0,98116,47.5725,-122.383,1430,4664,2015,4,28,0,9940,196,0.37866666666666665
430000.0,4,2.75,2290,5249,2.0,0,0,3,7,2290,0,2003,0,98059,47.4916,-122.162,2270,4348,2014,9,11,0,16030,77,0.4362735759192227
446000.0,4,2.5,1530,8375,1.0,0,0,3,7,1020,510,1974,0,98034,47.7174,-122.236,1650,9794,2014,8,40,0,10710,280,0.1826865671641791
240000.0,3,1.5,1360,9760,1.5,0,0,5,7,1360,0,1984,0,98045,47.4648,-121.757,1310,11456,2014,6,30,0,9520,210,0.13934426229508196
595000.0,4,3.0,3680,35736,1.5,0,0,4,8,2320,1360,1970,0,98027,47.4703,-122.015,3210,39512,2015,1,45,0,29440,360,0.1029773897470338
215150.0,3,1.0,920,4770,1.0,0,0,4,6,920,0,1969,0,98042,47.3654,-122.082,920,4770,2015,3,46,0,5520,276,0.1928721174004193
319950.0,2,1.0,1070,5824,1.0,0,2,5,7,1070,0,1949,0,98178,47.507,-122.242,2090,7980,2014,5,65,0,7490,455,0.18372252747252749
385000.0,3,2.0,1590,9912,2.0,0,0,3,8,1590,0,2000,0,98070,47.3731,-122.43,1670,9912,2014,6,14,0,12720,112,0.16041162227602906
280000.0,3,2.5,1600,6700,2.0,0,0,3,8,1600,0,1991,0,98042,47.3618,-122.074,1790,7577,2015,3,24,0,12800,192,0.23880597014925373
399950.0,3,2.5,1510,7300,1.0,0,0,3,7,1040,470,1974,0,98034,47.7153,-122.211,1360,7300,2015,5,41,0,10570,287,0.20684931506849316
132500.0,3,1.0,1080,10500,1.0,0,0,3,7,1080,0,1967,0,98001,47.32,-122.278,1200,9607,2014,5,47,0,7560,329,0.10285714285714286
399950.0,2,0.75,1330,2856,1.0,0,0,4,7,930,400,1916,0,98126,47.5671,-122.37,1330,2856,2015,4,99,0,9310,693,0.46568627450980393
290000.0,2,1.0,850,6800,1.0,0,0,3,7,850,0,1948,0,98133,47.7282,-122.337,870,6800,2014,7,66,0,5950,462,0.125
860000.0,5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,2015,5,57,0,15680,456,0.22811918063314712
3100000.0,6,4.25,6980,15682,3.0,0,4,4,12,5330,1650,1999,0,98040,47.5552,-122.231,3930,18367,2014,5,15,0,83760,180,0.4450962887386813
245000.0,4,1.0,1530,7200,1.5,0,0,3,7,1400,130,1948,0,98178,47.5015,-122.262,1530,7200,2014,5,66,0,10710,462,0.2125
255000.0,3,1.5,1320,7980,1.0,0,0,3,7,1320,0,1956,0,98178,47.5068,-122.259,2000,7700,2014,12,58,0,9240,406,0.16541353383458646
310000.0,4,3.0,2320,7200,2.0,0,0,3,7,2320,0,1976,0,98155,47.7703,-122.312,2050,10000,2014,11,38,0,16240,266,0.32222222222222224
299000.0,3,1.0,960,8100,1.0,0,0,3,7,960,0,1955,0,98155,47.7763,-122.305,1080,8100,2014,8,59,0,6720,413,0.11851851851851852
575000.0,4,2.5,2040,5508,2.0,0,0,4,8,2040,0,1996,0,98029,47.5719,-122.007,2130,5496,2014,11,18,0,16320,144,0.37037037037037035
284000.0,3,1.0,1080,8214,1.0,0,0,3,7,1080,0,1944,0,98133,47.7401,-122.348,1850,13560,2014,11,70,0,7560,490,0.13148283418553688
840000.0,3,1.75,2020,4800,1.0,0,0,4,8,1090,930,1926,0,98115,47.6726,-122.294,1680,4800,2015,4,89,0,16160,712,0.42083333333333334
442573.0,3,1.75,1780,7567,1.0,0,0,3,7,1290,490,1980,0,98034,47.7314,-122.225,1910,8645,2014,8,34,0,12460,238,0.23523192810889387
560000.0,3,1.0,1140,7028,1.0,0,0,3,8,1140,0,1931,0,98115,47.6948,-122.322,1350,6923,2014,10,83,0,9120,664,0.1622083096186682
485000.0,3,2.0,1610,4160,1.0,0,0,4,7,1010,600,1917,0,98136,47.5421,-122.388,1040,4400,2014,5,97,0,11270,679,0.3870192307692308
472500.0,4,1.75,1440,8536,1.0,0,0,4,7,1440,0,1961,0,98033,47.6775,-122.18,1720,9748,2015,3,54,0,10080,378,0.16869728209934395
